Signature,Time,Action,From,To,Amount,Flow,Value,Decimals,TokenAddress
2R4vNoq2QWYZt2AzEQH8RtY1fMQTbU4uP5nzqyqpsAVW77Ra9Sw762Q52J5W7MqqVeyPtqKkEho5X6vhDquEf1My,1743714221,TRANSFER,BmFdpraQhkiDQE6SnfG5omcA1VwzqfXrwtNYBwWTymy6,AD4Ao24wPYKXKQ6pR3TsGTse9yu1DD59SMh4GKNaWUoB,70750100000,out,8235.31,9,SOL
2yPf8Rvaq3oqyKbJxiarUJ2wxhDk4wJEre3qDGFEhikyioX18itDZodNC3hcxiNfmhoCMghsBTrqqCArNWMXZ6rZ,1743712069,TRANSFER,BmFdpraQhkiDQE6SnfG5omcA1VwzqfXrwtNYBwWTymy6,2HFMwv9nXjDtgQFuNFtJM3LVE2Xuu2GQWSek4qF2Yq6X,90934300000,out,10505.64,9,SOL
2T5hnDBQsBetZgpUDT2Fm5TEB3KWLk4BCwJwmWtWohaNtArr2rBFJW57TFXW7rxpqM3rawbe76GUYprSYehVAWcd,1743699452,TRANSFER,BmFdpraQhkiDQE6SnfG5omcA1VwzqfXrwtNYBwWTymy6,BP5amhgjarVpxJea9AqxX1UsXjqEwS9qn3R3hvcy2cpF,61330000000,out,6987.33,9,SOL
2yx5wEcK7AqtH9Mm5fbbtbi9XS6JBiVEthX3Kaqc7joxqQNqNjpZxMgBuGUrVgRYEwAhcEHvuTSAXH7zdjG8hJA7,1743699217,TRANSFER,BmFdpraQhkiDQE6SnfG5omcA1VwzqfXrwtNYBwWTymy6,9KcSdT6qLa279Jq14DegNzxZxpeVW9dJqtCH6nUh7B4j,62160000000,out,7081.89,9,SOL
38asScs3n9KdPfuHdyPh56rERprAfZoWH5FjjQiL1sy7naraNuFWKvJMkuN2vUwyUbsZ64N9hcjKb1P5vXgShwn7,1743697820,TRANSFER,BmFdpraQhkiDQE6SnfG5omcA1VwzqfXrwtNYBwWTymy6,F2vTu9JyqVkkHNbUfCWXjHr1WDTebZcSEA18SUYkwNrH,95982000000,out,10992.82,9,SOL
exWv9GB42KZaB7A1dWqox3X8u8wKsRryCC5N9XnJ5RwV25mKt7UNctYLXnaRczTuuafWfzwvFfsaZEdaKfUPCjY,1743696210,TRANSFER,BmFdpraQhkiDQE6SnfG5omcA1VwzqfXrwtNYBwWTymy6,BP5amhgjarVpxJea9AqxX1UsXjqEwS9qn3R3hvcy2cpF,60300000000,out,6892.29,9,SOL
epcp8iDLCAmJSUcn25QardAipV7okohybwPCdQrbUmNsnBoxc72JvwqKTKXVK2ATLSGbzfSYyF6jcAMF5ExnREU,1743694428,TRANSFER,BmFdpraQhkiDQE6SnfG5omcA1VwzqfXrwtNYBwWTymy6,Fm6QizvHCkYHpMqQo69CLV2WzHWF7zsWhCyRMUhdqUhb,86520408510,out,9846.89,9,SOL
BD5mcBghjjUL7Gypok57aL5vxnHnKFDhqjikZDcdf1f96sVb7J4c2R5zVcdPBbN8KDGAHL1VqZqbxddSQLKVFBp,1743693098,TRANSFER,BmFdpraQhkiDQE6SnfG5omcA1VwzqfXrwtNYBwWTymy6,7p9P9wybzkzUg5KGBEeoXTgH4XTxyqZjMbRpKQfFjwAz,96397736540,out,10884.27,9,SOL
3bgFB8uRXaaJka3VXA2FSnz3c1UGp765td2k2Cepgodp6sdTrySjbx4bCDiGfy1uR1RfrS7apqvACJ7JMZh73ZgA,1743686012,TRANSFER,BmFdpraQhkiDQE6SnfG5omcA1VwzqfXrwtNYBwWTymy6,AGZU8QYHGYxw6PnScU3WPLPYvZs7pA3YeKR1Wd2ubiNZ,62473300000,out,7076.35,9,SOL
1YdUtHZGu23WHbY43TdfZBrvYw6PvYxgHWbSAHjBY4wAAVP7Tv8evYv7j8hKENDQhuPBtNqC1fSgUHqUyQi5kE2,1743685068,TRANSFER,BmFdpraQhkiDQE6SnfG5omcA1VwzqfXrwtNYBwWTymy6,GR9PPdZnvnksnoFEjAE8SkNz9dZanPSYeoL3KXEWdpWq,76429141120,out,8667.83,9,SOL
5QHVr5U57z2fYRx3bPmWwRipCVDzdqem4KFmqSsA8umtKh9PHrApmFZmhgYggZJbSMa2jhm57tMqiLsWZUQEdWLM,1743676568,TRANSFER,BmFdpraQhkiDQE6SnfG5omcA1VwzqfXrwtNYBwWTymy6,4QQvyPqF6whYmepknqUs2xR565hW8jmqWB56SZi8cQoU,71478300000,out,8358.67,9,SOL
yX6nQswmeK2uEThMLMFeyqiZEuKdhMtixxMy1hfvwxPn48NNUV8PZTtnEE2LRPZYkEienhS7VGXAKw4PcYLgiDW,1743675249,TRANSFER,BmFdpraQhkiDQE6SnfG5omcA1VwzqfXrwtNYBwWTymy6,gRwVWkz6ELT6gqsvyRTwnnmFE9ZrWj5vVk2mkLP6Rdr,60065533900,out,7088.33,9,SOL
2MEbG2cGPZspUavnqeNmSSawuS2GjbxHH3onSD6xkFgvPiN9iUncfBZ7K7AitF1WXiCkZfgYY2dXSYWhGKNNeuRG,1743674794,TRANSFER,BmFdpraQhkiDQE6SnfG5omcA1VwzqfXrwtNYBwWTymy6,ZfsuWtETKt4QeKnStWNCGcMnfcaiF2yMfg1iQfghCnU,84508400000,out,9966.08,9,SOL
4s4VrMFmVA5Tt3md8YJYzt5fkKib1EL4okFB3zoNX8suvHpu6o4tmr6RHeSwKB5DK2qmLxLz4mFKY4Evt4Loftyz,1743669068,TRANSFER,BmFdpraQhkiDQE6SnfG5omcA1VwzqfXrwtNYBwWTymy6,98qiQyAU7oSizWxytp2sWPLaMPQxVGiUNJsF8uFpSwyP,77000036000,out,9142.98,9,SOL
3CKhZKLqAejdLuYs4n2yYBeGk8dVGkgJV15EweC7pHP5EwiUJhQNTyPuGbzaK6aVfCarp6cUFC8w9xvjmyNGZJes,1743663660,TRANSFER,BmFdpraQhkiDQE6SnfG5omcA1VwzqfXrwtNYBwWTymy6,CrmePT3KRWQ4nfsCqr7e4KSiCatY99cp9i9wso4CahmD,66770100000,out,7883.55,9,SOL
2ZDBiivzxF8srk1bExoi2mR4hy1pGAwt7Pg6T9wnLuPBuPAtDeG3ue1hz46JJCVsrPbDU7JfG4hrTVMqxGKXVEVX,1743656781,TRANSFER,BmFdpraQhkiDQE6SnfG5omcA1VwzqfXrwtNYBwWTymy6,uJ7avHJnjse6S4BWTzL1NoJermWDUeJUmKJmnCEjWAi,95112182100,out,11450.56,9,SOL
5tbmntSm6fdxTxVdVkBFWaWcUHweiQG1YeuSZopAmsiadHh2WLgrT3m4YgTVdvS8keEJa3C3iy5thdt4jCzy79Ed,1743656744,TRANSFER,BmFdpraQhkiDQE6SnfG5omcA1VwzqfXrwtNYBwWTymy6,xmzrziN1kN29CoDG2jFe2SEdaJzv3R1ktMmosvmqmHU,99990000000,out,12037.8,9,SOL
5Rkw3XKheQWhwVJsmRjbuPdhqRtNHtsjTjW8yPRYnRsxSyFL3Tp2nJMT8GZkLF1sQQ65ubjvnWLTSHLZnaKpB8st,1743656708,TRANSFER,BmFdpraQhkiDQE6SnfG5omcA1VwzqfXrwtNYBwWTymy6,8FottPGErweu6hVktPCte5ioTati5yHZJUid6CPWcjFh,99990000000,out,12029.8,9,SOL
XDUz37vVBvGQrSV9y4NQkBQ7hVNUvN5HGpvdjkVbrS9qwMsgRmo4eSQoMdnNWq1h1yhcrZ9W2ihZku4JduJdyik,1743654024,TRANSFER,BmFdpraQhkiDQE6SnfG5omcA1VwzqfXrwtNYBwWTymy6,9bKfQ2x4KaMPdSvckxuE3m9jTbVvkBe3Fxy1NFguiwqq,83200000000,out,9995.65,9,SOL
59QBJFWgZ6yAQTvCp3LinKNtstwmr4G8dfgaoNLWu4JE1cQxgcnQpYsPqkSLbj9J5dmfgM4jwdZfhaY1iE5jswHe,1743653060,TRANSFER,BmFdpraQhkiDQE6SnfG5omcA1VwzqfXrwtNYBwWTymy6,2wc6xbYnvBWShLgFpSoGFVQLFowT4k3hC3pwMWw96uCC,98389700000,out,11815.62,9,SOL
SaJNjjtU1t98haGwaYwAbSoj8bgspFgc13NJ11K9iGmZw1GHtCpRw5bkNhn7vv1B8ghwP2P9h98A2PY1XRNnHDt,1743651932,TRANSFER,BmFdpraQhkiDQE6SnfG5omcA1VwzqfXrwtNYBwWTymy6,5wF8H3G4R2kpk2h6xpy2PpAXCTttKwApbR7WrmagwBVi,63036210530,out,7595.23,9,SOL
4FrpjfRjXkf7FhMX75E9M7kA3o37HwUdoEQ33Ru6THNJLqQYtC3hP1RjNfLv5JbjJMSHoyyxGTtdowFytRW8rYur,1743651081,TRANSFER,BmFdpraQhkiDQE6SnfG5omcA1VwzqfXrwtNYBwWTymy6,2wc6xbYnvBWShLgFpSoGFVQLFowT4k3hC3pwMWw96uCC,99616400000,out,12003.78,9,SOL
2oNbzQBeSYaP6nFV8UfoqzeQVMiiaoxeaGGQQBFuE3BkPMoAuvPkngWiLkhUwbS1h3Q9ScmeevJaH3GJMcVT8cYW,1743648588,TRANSFER,BmFdpraQhkiDQE6SnfG5omcA1VwzqfXrwtNYBwWTymy6,AJfCvVcrL45Byw17gWwceBndWLUyz97REEGvyjianvfD,78040100000,out,9378.86,9,SOL
3CdVsKKdz8BsFJRU4WmND4YMTbxtfHuF3jWm28WQP3FLErmq75MNen9uNEUiABftKXFMF1N1yttYgcPqLfBe5e3n,1743646784,TRANSFER,BmFdpraQhkiDQE6SnfG5omcA1VwzqfXrwtNYBwWTymy6,2wc6xbYnvBWShLgFpSoGFVQLFowT4k3hC3pwMWw96uCC,83585972510,out,10003.57,9,SOL
3STwcX6Y9BxYpu1wecvQUaVpvzu9oeoedgeJNe5hEeKkN3fLbwxo5x4uNQVpZWe1CosxjTsUFrEd8xF4TNTrwSRQ,1743646525,TRANSFER,BmFdpraQhkiDQE6SnfG5omcA1VwzqfXrwtNYBwWTymy6,5cJSzJ8ixmAFo3rFJ3zb8nkzjjgjbgjySxvQ4GUzptf9,94875960910,out,11354.76,9,SOL
5Kc7RkcUZv8fks2y6jjMq22xYL5D5b6hf7DBETWg3o5qME8ceEUQsp1NF8KYwERb3FeRRth4JEfJygmpEAfSH1VX,1743644612,TRANSFER,BmFdpraQhkiDQE6SnfG5omcA1VwzqfXrwtNYBwWTymy6,Dm8aJyKrNAY6Gd8CBC78LkY4KLz4C4Qt4HxVtiLPVRoM,66193173910,out,7908.76,9,SOL
5v8LdHM4b667q2d1WacS9xoLtmwUFTCibXAvxLpj5upJ5aZcUDa6GFsAKaMV9nRodF4KVEMoVqMdS3csmKMPaenZ,1743637280,TRANSFER,BmFdpraQhkiDQE6SnfG5omcA1VwzqfXrwtNYBwWTymy6,9V46wJup9kaJXy32ToeRKFtuAeVFrB5fdDWckJAySzGv,90195100000,out,10734.12,9,SOL
5QFbwWrBw2FnNBJvYPUmh6PHTnmoz6UwyH7bpAW2GH6dyu82wASqvtm95Aqwg42BqpjVkJEG43dyaiS4EpbnPLxg,1743635403,TRANSFER,BmFdpraQhkiDQE6SnfG5omcA1VwzqfXrwtNYBwWTymy6,HGAVfift44nGnSmE27en31yAqyzcb21S58iqZG8Toq61,92582500000,out,10952.51,9,SOL
3abUxHNaSHkQpBTzqVeHxLkHct92CMUQwjo8jd61JjnGLuLUKdneAtEEbvDsu2KM6k6Rk233sjJXCbcNm19SNqBf,1743626039,TRANSFER,BmFdpraQhkiDQE6SnfG5omcA1VwzqfXrwtNYBwWTymy6,98qiQyAU7oSizWxytp2sWPLaMPQxVGiUNJsF8uFpSwyP,68000022000,out,8819.6,9,SOL
JE7EpwNNJ9Qe3tzDrsAHkeji1dNdfgG7F1Lm3isWT5ZjgaFCmdnTXHGoZgkb7nKQQj6mpJpyV14khN1KedVw3u7,1743623863,TRANSFER,BmFdpraQhkiDQE6SnfG5omcA1VwzqfXrwtNYBwWTymy6,DY5xVfnsWXdzKLYC8Gbmk2yde3JjSAEVQar1JU2kHtbF,69090000000,out,9022.46,9,SOL
3GE2nLhVH7SEUDEE2342Dx36cC1sq4gKnvS1PQH1VqUgZpi6EsAUDPAG2qzUe4qnf8yzRVLPEepuDBq1wwztXY3u,1743621511,TRANSFER,BmFdpraQhkiDQE6SnfG5omcA1VwzqfXrwtNYBwWTymy6,9c7FpmS5DaF7CmWkW38bPJVkYA1EC5pJkxS9dvo9GANn,86376800000,out,11247.12,9,SOL
Z2esHvNXHTGwDNR3aa6ZapBPD3SuSjQ3Tb5vkpoMgBJTFRGBs5A5ud6x2S2pHGiJs6MqkKs2friT3xhSZs1EQmD,1743610825,TRANSFER,BmFdpraQhkiDQE6SnfG5omcA1VwzqfXrwtNYBwWTymy6,JBtdzfhs1t5XVEeRtFh4FfFKuhQJChww1Y68sczZweSy,76154300000,out,10014.29,9,SOL
2wrcBkE3cgWXUNjKnm1KUih1Hvt8CDJcC6sw4Nu3c1JYkMTiKpdH6zzJ4psh2jMiWFuVmZUJJLmTNqLhgmqNGPSa,1743609539,TRANSFER,BmFdpraQhkiDQE6SnfG5omcA1VwzqfXrwtNYBwWTymy6,HyjE6BDsvG6KFvGnV5BVy7fg3Zew4XDa8MQHUpwpgtWf,62211400000,out,8073.8,9,SOL
26BCnKkZ4tKhBvd4N1Uga4NNDpy5mPThtAEX3EMmKjQuAjEiUoiZaGy1TFeMR36Zkd1eVQSpowvY5d6w9M6ihnN2,1743602511,TRANSFER,BmFdpraQhkiDQE6SnfG5omcA1VwzqfXrwtNYBwWTymy6,5aoqP7Qmsp8gGqg7PF9ogQj8jQkCAVzLtyK9vqxDF59q,63990100000,out,8103.71,9,SOL
33GNUyhU9BuycrLaw4XqEkRBphDHj2J5YVjUCuoutVyrRvFSi46NooKAiukukmwKkgYF4V9jmvKnQqr8acJReH3r,1743595247,TRANSFER,BmFdpraQhkiDQE6SnfG5omcA1VwzqfXrwtNYBwWTymy6,5wF8H3G4R2kpk2h6xpy2PpAXCTttKwApbR7WrmagwBVi,60813472010,out,7649.12,9,SOL
41fxu8BpK73xUVtTjLvCfV3MfCPcGijYRzApMTShTu9Lz9PeV3CZNKMqwwi6vTbwhamS67kgUN2sdx97ZaaHSo8k,1743587809,TRANSFER,BmFdpraQhkiDQE6SnfG5omcA1VwzqfXrwtNYBwWTymy6,FtnjgVJ1ZXrKgmgiXS2yj8X25ZPTe3RgKgmDZQqfFKt3,93156200000,out,11713.46,9,SOL
pmfHSCYKG2Zt9791wdUmV1S4jXPfc8RLMkMaF8SVA73VBriBqvyVsfuGcTusEYGmZYu9uS3xMp4LPWDWtH7j4GC,1743587563,TRANSFER,BmFdpraQhkiDQE6SnfG5omcA1VwzqfXrwtNYBwWTymy6,DToJVTycWY3i2XqrZYq6i8HCGATyo5zkdHS7uzvZJFme,75205920830,out,9450.38,9,SOL
3f9beKfxVfsgkXqUU4q4EVB5dfHxCd8V6ZQhkRsjLVrA7ME1cgAfLN6zy69RuW2B4u4h1upW7guRwmGEhrzCnjiw,1743587071,TRANSFER,BmFdpraQhkiDQE6SnfG5omcA1VwzqfXrwtNYBwWTymy6,5wk2zUq17TP4CxbJYCbad4ejfA2Hb6SXRCTfx9X45VBH,60673600000,out,7629.1,9,SOL
4B9HMBtwohzH65gWG15NxBM8TZ6NPX3ozv9SNUBEKMDLyz2e4qopAiVQLA9k3siTGn2SKsvUjimcjRWoyZLKKBSh,1743585451,TRANSFER,BmFdpraQhkiDQE6SnfG5omcA1VwzqfXrwtNYBwWTymy6,FtnjgVJ1ZXrKgmgiXS2yj8X25ZPTe3RgKgmDZQqfFKt3,90905700000,out,11485.94,9,SOL
3DkTuTuT9PHmn4ekSevadQs1N6iMhRiWJVBwCx5xjav95owkmbaN3idHyio31sC4U5SYu5RSvfPzgPA2sqAWSGRg,1743558643,TRANSFER,BmFdpraQhkiDQE6SnfG5omcA1VwzqfXrwtNYBwWTymy6,8xnriDvmSawU5XZV6pABttF9AZNWSKmd2rjZNgZjq8wB,99990000000,out,12601.74,9,SOL
MMHPmgNVJuFm4DDVAPYftN4EMpcb73JeGMin6o5XzjHkj7WC7Qw1sqoTmiUXMqM7E6z5w9SigQXX6ngxMLAJ5bg,1743558643,TRANSFER,BmFdpraQhkiDQE6SnfG5omcA1VwzqfXrwtNYBwWTymy6,A4wtrP5AkSfYdc7tGQBNNSxCswv17mcHEnXPWbPuWrvt,81719500000,out,10299.11,9,SOL
3ZDAKE9bkPBsm6JZDk4iR4DD1FKmqsPLNkzGWU4VSh138m3CyNYZLjuKXuEMSJooSHZAC3xyHP1BBeqCQsgzzW5o,1743558623,TRANSFER,BmFdpraQhkiDQE6SnfG5omcA1VwzqfXrwtNYBwWTymy6,G3DVTLbNvM7GxMb5gZ45g2DUrrKJV1BKegz6AGWiLzb2,99990000000,out,12601.74,9,SOL
pUmj3YnTyWN2tAZe82FWVWGUFMf9iNRgqrZCzpW485QDUshyttpX4fMXzkVPcsdGq9jc7sCx3KWahgdYZZLhiZM,1743547787,TRANSFER,BmFdpraQhkiDQE6SnfG5omcA1VwzqfXrwtNYBwWTymy6,4rNu1M3YgKEuciPHnf3m7vKw15edCgwte6jCab76jgxD,66359439820,out,8419.02,9,SOL
365qLEWm4vbFu2vnFnSf9nFt6Rz4jH8usrGqKia2xS1yGa4kchAYJf2pez9zdTGT64TZr4WXqxsDSQTTnXCMA9Fn,1743535332,TRANSFER,BmFdpraQhkiDQE6SnfG5omcA1VwzqfXrwtNYBwWTymy6,DbecszyVtjRt8DFZBcMpa818721jP2X2bVDTdTF4Jnun,77998661520,out,9893.35,9,SOL
Hp68sLAqGUU1hyZC1os7oLKRUrQivi3syR54anpcLAHG2GrYvnCrL7gHye4K7sso6whLuP1mjRD8VCpKpg7dejn,1743534479,TRANSFER,BmFdpraQhkiDQE6SnfG5omcA1VwzqfXrwtNYBwWTymy6,Kxp3AHvHUuoENu8rNao1a8dFvpyLQgp3FDb82fSufLK,77940710150,out,9856.38,9,SOL
3w3EfHxtwBKafRj7mtsdGkhiUpj1Cq2juwtJ9cSWwxPSh5LURJ8S8vfg1hJEakj5mzg5YNEHRWW4jPJX8mgdLqKN,1743530583,TRANSFER,BmFdpraQhkiDQE6SnfG5omcA1VwzqfXrwtNYBwWTymy6,7reT9xc4BDyMoCjPgriyLBWVgcUFBvrJSauPtZgYPLjn,77619100000,out,9910.41,9,SOL
5VQ6zKBoGL9ZmeVZRj1Ham9sVYdVPVGttKGa4Jgt3nqSrY5doRSVj6uZEAUSch46mnh8JFwjvrFp9SE5QeqUQ43,1743523142,TRANSFER,BmFdpraQhkiDQE6SnfG5omcA1VwzqfXrwtNYBwWTymy6,A9WifvwRswwAbJ7Z9inmoud4cLYoa21pZX854Porbwvw,90952100000,out,11792.85,9,SOL
5qyZFrPvzmRBMRvQfYQXxSoUioDYiEABXGy1adGZjiACmxXxf1wzhY4Yhtuz7SNyj6g3P2Fu6gYF1tvcpiw87Wh4,1743519271,TRANSFER,BmFdpraQhkiDQE6SnfG5omcA1VwzqfXrwtNYBwWTymy6,8rVt1VhknaeLRzets3zxgh2Xt6QD2XYMTVxF3vRWL43b,78585800000,out,9926.96,9,SOL
d2GtS4p1AhR1cKtJ2BTGoCL3arFkGU6pbGFhoqaP8dXrYX2EqgWaZ7z7xPW19hRu6QVmK7RXS7WyLBi8rt65AKb,1743515303,TRANSFER,BmFdpraQhkiDQE6SnfG5omcA1VwzqfXrwtNYBwWTymy6,4o2a7HscHcASstiaNCJqdHq6DmuisV42k4ubhsa6SmEN,67105300000,out,8566.66,9,SOL
44Eeh7hb7k39rg94t2JbAg5WeD5gcPuHNR5w1495j6ocXrgeSFovXp9amxQRapQaKncr6fQQrVDTdja6G7XabMzs,1743513670,TRANSFER,BmFdpraQhkiDQE6SnfG5omcA1VwzqfXrwtNYBwWTymy6,CiAjGRbkTzPPmt7yZhmx1goHU47YM2WnTkB7pfK9XgX,94334300000,out,12007.81,9,SOL
5DYCh5zPpJ8DRtufTbiuvFB53oWTsqLtbUZ6mvVJ9BcEgoHug7KgXv1V9HAdQn18Nqz3zUkuMWkxGei3Q1rwjGSz,1743510656,TRANSFER,BmFdpraQhkiDQE6SnfG5omcA1VwzqfXrwtNYBwWTymy6,BqHduCJrCHPz6MSqaFJUeugVrFvVu3cFJuuLJbo5ctJq,72062400000,out,9182.91,9,SOL
3apuUVyiT4z2DZCd7YdT5j6B6h6rFxydGLq7NPLzWqXSWyQzfiVUxx89gmTqeC8G1UsW3Akqs2ACcMs1JJq3SF2C,1743510332,TRANSFER,BmFdpraQhkiDQE6SnfG5omcA1VwzqfXrwtNYBwWTymy6,BqHduCJrCHPz6MSqaFJUeugVrFvVu3cFJuuLJbo5ctJq,62570400000,out,7973.35,9,SOL
4rCPoyrKwsrVxsgexkANqmW1WkM5FPr8z7oNz55vU9NqViYBVoSUEcc4GDFzk4mA3iA3yFQXd1PJZkRF8q7RGy9z,1743501723,TRANSFER,BmFdpraQhkiDQE6SnfG5omcA1VwzqfXrwtNYBwWTymy6,CiAjGRbkTzPPmt7yZhmx1goHU47YM2WnTkB7pfK9XgX,92857900000,out,11985.17,9,SOL
4qyvnd3z3HQs96ckSvw7bswiQGs576pV2k5mmMTnj1CkYYPv5hm6HyFoGvwNxbZxwwuJ6VoiCiyVKKbctdf5aUMF,1743501623,TRANSFER,BmFdpraQhkiDQE6SnfG5omcA1VwzqfXrwtNYBwWTymy6,8EMpr5fizuGFWdUxaWiVaZkDe9Buaks69SyKtPut8ffH,60000000000,out,7744.2,9,SOL
2fK558yyQUn2JjF1zhPxNGLkQTKb1of2eEVqrXMkXZ12KLrxTBnisBpJUkPM9RSUx3W1sZsjAg8m8jh9rfA1h81t,1743501091,TRANSFER,BmFdpraQhkiDQE6SnfG5omcA1VwzqfXrwtNYBwWTymy6,CYP6L6afTGrxenHHBCR9oGhKrQEvs78dYHpKmgN1RQPJ,60000000000,out,7734.6,9,SOL
5d1NeV2oQsL5PPNpwoY6RJNdj9tdWxRahXQP4kR5LMRvae1TsVCDKtSgip7h15TkQzgnVYrKUvUgpANdZWPJRVQR,1743500432,TRANSFER,BmFdpraQhkiDQE6SnfG5omcA1VwzqfXrwtNYBwWTymy6,9df3s2y5hRHQefrfvFgVKWcmmKGDR2FvzjuDYSL74yJd,60000000000,out,7728,9,SOL
3QNzhBFjbbWeSRWDGb8FmgzJxu3yvDV1Mp7F9bN52aWCr8zeSdX7GtgNF2PotymXDFkCRvqQwUre8gEX28wfo5Nj,1743500071,TRANSFER,BmFdpraQhkiDQE6SnfG5omcA1VwzqfXrwtNYBwWTymy6,6QrVc2ZZmXGZGhjF9XyUEwNge8mJRz685T4MiWTGbCre,60000000000,out,7727.4,9,SOL
3AdwJTUrgiYfSVtb1AwqKMRAbDakUhscUgUx2bwMWGc29XUaEUgKoz1Y7TPhXxj8vg4xBNnbmsXRbY4e91nRv3g5,1743487068,TRANSFER,BmFdpraQhkiDQE6SnfG5omcA1VwzqfXrwtNYBwWTymy6,22ZDhfjcEkkdLT9sr4WCrLx22uvFDGvz5QzNkpiNKTCK,64990000000,out,8195.24,9,SOL
4s6pg1AFFkVzB5MNnZZj8xkETMYPU5XJWVFfLXAtY5tgq4DGcBL5yd3WVnGgDr7VJbcfxb8Ry8rYPaezDayLASfF,1743486940,TRANSFER,BmFdpraQhkiDQE6SnfG5omcA1VwzqfXrwtNYBwWTymy6,Fvh81ZZZBcCGUAFiwNY4zANXyWFhT6NZb5XA6H9tusCJ,60000000000,out,7566,9,SOL
4gd8rXd7KoPNTMYWV8z4PDbL3SLjGtDACywBDo6kAJqJ8BDiRw4yFj64MGBrttQHYGNw5naDNr2ewcU4tNqyhiyU,1743456623,TRANSFER,BmFdpraQhkiDQE6SnfG5omcA1VwzqfXrwtNYBwWTymy6,HGAVfift44nGnSmE27en31yAqyzcb21S58iqZG8Toq61,99990000000,out,12594.74,9,SOL
3hQjAYg5MpGCFreLQMQJvdjaPd985cQQ99NDb8rVqMpsnh8GBGHPWs56XKsxrHCPN3rGAZDf2FJoUYhevDFhFsmR,1743447964,TRANSFER,BmFdpraQhkiDQE6SnfG5omcA1VwzqfXrwtNYBwWTymy6,RBXtYSpVvWwRJBR4NLmgX686vkSb2ewivMjhQ6PfShe,78982000000,out,9930.41,9,SOL
CBVXaBAM9G3Xk2uGEMp4YbkzVgKA5SH5CzDYZzzbuwnQfqAYaQidQhVD8kjiBDBrsLTSh1sFbbAheTbrPktErqd,1743440263,TRANSFER,BmFdpraQhkiDQE6SnfG5omcA1VwzqfXrwtNYBwWTymy6,8Cf1vBJDGYMZvRdUe3xiL74Tnot4TX5ee9vxWQ5FHr2w,66419700810,out,8404.75,9,SOL
ZpoGDr7bfp8vXMY3nPNm2aaDfxXiUXVx8bsXzddYngJAex7d1wZ2QmDnwuKXwboiYjzueBwqaq8oNteezC6kkrs,1743437143,TRANSFER,BmFdpraQhkiDQE6SnfG5omcA1VwzqfXrwtNYBwWTymy6,8YzQS9Zyb6saxzZR2bBfDdZiBBn3tt2FyLqpHoJQp8sh,99990000000,out,12720.73,9,SOL
5v7zCLgzGdf1fJ29tmdMMc8aPq8yRya886hybaJ7xMDB2S9sWTRozJT9Twbm7XnfhQYzonvtViEAPjYpTec2pN3R,1743435291,TRANSFER,BmFdpraQhkiDQE6SnfG5omcA1VwzqfXrwtNYBwWTymy6,79ZGoFVFaGzbcBVvjWZpBL9HyMguWJbgTSTTeV2sDP8v,81002688940,out,10341.61,9,SOL
2UJh6tgVceQAXnCtaQGtEJKYFe5vaZP4FwfP5FKL3GPVAkW8TpBS8v54KHtdY9AJmuRBVw5h9nzs2yncvaUcQw5W,1743431523,TRANSFER,BmFdpraQhkiDQE6SnfG5omcA1VwzqfXrwtNYBwWTymy6,3oCikNvsHPCMjxuN9f4WHD767EbvTPw9jCagP8WyNikn,72626100000,out,9144.35,9,SOL
48T1aZQEfstpLYvLRSYCi4WRPChxakkCvjwcYxpD1WAsNHjNvDu2QeoiEhkXys2xWHvifUTiWyjSiA82LZYfxxsX,1743427885,TRANSFER,BmFdpraQhkiDQE6SnfG5omcA1VwzqfXrwtNYBwWTymy6,21yUVHYa8Bimjr3zXCWTzc2gR3dgg8m4Ur3KLeMFZQqR,60000000000,out,7531.2,9,SOL
4o56HDPPLFmyEHCU33taYzWYxq76mPscuFqDSDNiP7JbVDsJPSDjfFey8GwGhtM2atjAfXuewgHQ8GFSfuWuWMZB,1743427512,TRANSFER,BmFdpraQhkiDQE6SnfG5omcA1VwzqfXrwtNYBwWTymy6,HuYvsXZv7MHjL6TwpXWEWvXrC1pHS8J94iFbk7qXneX7,60000000000,out,7558.2,9,SOL
5vahXtmooZGacXtPmA7LcLYkxXiyJkFZVweBYtqHFUZhN4KVKgBiqgrHGeFVokmaCYqYa6vBWHpW8rEUyj8PHNi3,1743426005,TRANSFER,BmFdpraQhkiDQE6SnfG5omcA1VwzqfXrwtNYBwWTymy6,FtnjgVJ1ZXrKgmgiXS2yj8X25ZPTe3RgKgmDZQqfFKt3,63188200000,out,7948.44,9,SOL
mRYE7oZFWq1CindnbF3hmwCL2tCFGe7yTVpztQ8wGdKpJPL8MuTLyezZEkZ7S4c2zBXsXzvoUmMWgEVWi1WjzNe,1743423192,TRANSFER,BmFdpraQhkiDQE6SnfG5omcA1VwzqfXrwtNYBwWTymy6,2yhTAt78kJMJcrWZjn4ffcvAqHTPng8aJfQmdVZEtDYp,60000000000,out,7448.4,9,SOL
4YXs9jyVECJnqwBEV3fqjGv5EWRsapBZ2aQk6p8ae7JkfQ1YSCtuGLeaJmSAKWsURxhaACmTBgr76wVsMp9BkPuN,1743419863,TRANSFER,BmFdpraQhkiDQE6SnfG5omcA1VwzqfXrwtNYBwWTymy6,53cy4rFYkHkysop5s41ZsHtCLqGcqG5XPQjk8AbqbV1s,85214300000,out,10574.24,9,SOL
